TC001A TUH001A TUH002A TUH002B TUH002C TUH002D TUH002E TUH002F TVV001A TVV002A TVV003A TVC001A TVC002A TVC003A TVC003B TVC004AA TVC004AB TVC004AC TVC004AD TVC004AE TVC004AF TVC004AG TVC004AH TVC004AI TVC004AL TVC004AM TVC004AN TVC004BG TVC004BM TVC005A TVC005B TVC006A TVC006B TVC006C TVC006D TVC006E TVC006F TVC006G TVC006H TVC006I TVC006J TVC006K TVT001A TVT001B TVT002A TVT002B TVT002C TVT003A TVT003B TVT004A TVT005A TVT006A TVT006B TVE001AA TVE001BA TVE001CA TVE001DA TVE001EA TVE001FA TVE001GA TVE001HA TVE001IA TVE001JA TVE001KA TVE001LA TVE001MA TVE001NA TVE001OA TVE001PA TVE001AB TVE001LB TVE001MB TVE001NB TVE001OB TVE001PB TVE002A TVE002B TVE002CA TVE002CB TVE002CC TVE002DA TVE002DB TVE002DC TES001A TES001B TES001C TES001D TES001E TES001F TES001G TES001H TES001I TES001J TES001K TES001L TES001M TES002A TES002C TES002D TES002E TES002F TEM001A TEM001B TEM001C TEM001D TEM001E TEM002A TEM002B TEM002C TEM002D TEM002E TEM003A TEM003B TEM003C TEE001A TEE001B TEE001C TEE001D TEE001E TEE001F TEE001G TEE001H TEE001I TEE001J TEE001K TEE001L TSS001A TSS002A TSS003A TSS004A TSS004B TSS004C TSS004D TSS004E TSS004F TSS004G TSS004H TSS004I TSS005A TSS005B TSS005C TSS005D TSS005E TSS005F TSS005G TSS005H TSS005I TSS005J TSS005K TSI001AA TSI001AB TSI001BA TSI001BB TSI001CA TSI001CB TSI001DA TSI001DB TSI001EA TSI001EB TSI001FA TSI001FB TSI002A TSI002C TSI003A 
3 1 -1 -1 -1 -1 -1 -1 2003 2 2 3 3 121 82 1 1 1,0 6 6 -1 6 1 6 1 1 1 -1 1 5 1 6 6 6 6 6 1 6 6 6 6 6 1 2 1 80198 482 -1 -1 -1 1 6 -1 1 6 1 6 6 1 6 1 1 6 1 1 6 6 6 1 2 2 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1,0 1 6 6 6 6 6 2 2 2 2 2 -1 -1 -1 -1 -1 5 1 1 8 9 1 9 6 6 8 6 6 8 5 0 2 1800 4 6 6 6 6 6 6 6 6 6 1 2 2 -1 1 3 3 3 3 3 1 6 -1 6 -1 6 -1 6,0 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 2004 3 2 2 4 200 200 1 1 1 6 6 6 6 1 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 3 3 -1 -1 -1 -1 -1 6 2 6 -1 1 6 6 1 6 6 6 6 1 6 6 1 6 6 6 6 2 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 6 5 6 9 8 9 5 9 3 3 0 0 2 1500 4 6 6 6 6 6 6 6 6 6 1 1 1 -1 3 3 3 3 1 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1989 3 2 4 3 75 75 1 1 1 6 6 1 1 6 6 1 1 1 1 2 1 1 6 6 6 6 6 6 6 6 6 6 6 1,0 2 6 -1 -1 -1 -1 -1 2 6 -1 1 1 6 6,0 6 1 6 1 1 6 1 1 1 6 6 1 3 2 1 -1 -1 2 1 1,0 3 -1 -1 2 -1 -1 1,0 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 7 9 9 8 9 6 5 6 9 6 6 0 5 1050 4 6 6 6 6 6 6 6 6 6 1 2 2 1 3 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 2003 1 -1 2 4 82 82 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 -9 -9 2 -9 -1 -1 -1 59899 360 -1 -9 -9 -1 1 6 6 1 1 1 6 1 1 6 1 1 6 6 6 1 1 2 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 6 -1 -1 -1 -1 -1 1992 1 -1 2 3 125 125 1 1 1 6 -1 6 1 1 6 1 1 1 1 3 5 5 6 6 6 6 6 6 6 6 6 -9 -9 1 -9 -9 -1 -1 -1 -1 -1 -9 -9 -1 1 1 1 1 6 1 1 6 6 1 1 1 1 1 6 1 3 3 1 1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 7361 -1 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 2001 2 2 3 3 62 62 1 1 1 6 6 6 1 1 6 1 1 1 1 2 5 1 6 6 6 6 6 6 6 6 6 6 6 2 2 -1 -1 -1 74874 450 -1 1 6 -1 1 6 6 1 1 6 6 6 1 6 6 1 6 6 6 1 1 2 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 3 1 1 1 4 -1 4 3 3 1 1 1 7 9 8 5 9 9 9 9 9 9 9 0 4 1600 4 6 6 6 6 6 6 6 6 6 1 2 2 -1 -1 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1994 2 2 4 3 68 68 1 1 1 6 6 6 1 6 6 1 1 1 1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 2 2 -1 -1 -1 66554 400 -1 2 6 -1 1 6 1 6 1 1 1 6 1 6 1 1 1 1 6,0 1 2 4 1 2 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1,0 1 1 1 1 1 1 6 6 6 6 6 1 1 4 1 1 4 4 -1 4 4 1,0 1 1,0 6 7 5 6 6 4 8 9 5 8 9 0 4 1150 4 6 6 6 6 6 6 6 6 6 3 2 2 -1 -7 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1997 2 2 4 4 100 100 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 1 6 1 1 6 1 6 1 1 1 6 6 1 2 1 1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 3 4 3 2 2 -1 -1 -1 -1 -1 1 1 1 7 6 5 5 5 9 8 9 6 6 6 0 4 -9 4 6 6 6 6 6 6 6 6 6 1 2 2 5 -1 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1996 2 2 4 2 65 65 1 1 1 6 1 6 6 6 6 1 1 1 -1 -1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 2 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 1 6 6 1 6 6 1 6 6 6 6 1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1,0 1 1 1 1 1 1 1 1 1 1 1 6,0 6 6 6 6 4,0 4 4 3 3 -1 -1 -1 -1 -1 1 1 1 6 5 5 5 9 6 5 6 6 6 6 0 2 700 4 6 6 6 6 6 6 6 6 6 1 1 1 -1 -1 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 4 6 1 1 1 1 6 1997 3 2 3 3 70 70 1 1 1 6 6 6 1 6 6 1 1 1 1 2 1 1 6 6 6 6 6 6 6 6 6 6 6 1 2 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 6 6 1 6 1 6 1 1 6 6 6 1 2 1 -1 -1 -1 1 1 1 3 -1 -1 16 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 5 6 6 6 0 3 3 6 4 5 6 0 1 2200 4 6 6 6 6 6 6 6 6 6 1 2 2 2 -1 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 1975 1 -1 2 4 100 100 1 1 1 6 1 6 1 6 6 1 1 1 1 1 1 1 6 6 6 6 6 6 6 6 6 -9 -9 1 -9 -9 -1 -1 -1 -1 -1 -9 -9 -1 1 6 6 1 6 1 6 6 6 6 6 1 1 6 6 1 1 1 1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 -9 -1 -9 -9 -9 -9 -9 -9 -1 -9 -9 -9 -9 -9 -9 -9 -9 -1 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 1 330 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 -1 
4 1 -1 -1 -1 -1 -1 -1 1984 3 3 3 3 75 75 1 1 1 6 6 6 6 1 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 2 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 6 1 6 6 1 6 1 1 6 6 1 1 1 3 -1 -1 1 1 6 -1 -1 -1 -1 -1 -1 -1 2 2 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 7 4 6 8 6 6 7 6 7 3 2 0 1 1202,02 4 6 6 6 6 6 6 6 6 6 2 2 2 3 -1 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 2004 3 2 3 2 60 60 1 1 1 6 6 6 6 1 6 1 1 6 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 3 2 -1 -1 -1,0 -1 -1 6 2 6 -1 1 6 1 1 6 6 6 6 6 6 6 1 1 6 6 1 1 1 1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1,0 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 4 8 9 8 6 6 6 6 2 3 3 0 4 700 3 6 6 6 6 6 6 6 6 6 1 2 2 -1 -1 3 -9 -9 -9 -9 -9 6,0 -1 6 -1 6 -1 6,0 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1934 1 -1 1 6 135 127 1 1 1 6 -1 6 6 1 6 1 1 1 -1 1 3 3 6 6 1 6 1 1 1 6 6 -9 -9 1 -9 -9 -1 -1 -1 -1 -1 -9 -9 -1 1 1 6 1 6 6 6 6 6 6 1 1 6 6 6 1 1 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
3 1 -1 -1 -1 -1 -1 -1 1990 3 3 3 2 58 58 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1,0 1 1 35000 210,35 -1 -1 -1,0 1 6 -1 1 6 6 6 1 6 6 6 6,0 6 1 6 6 6 6 1 1 -1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 3 3 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 1 -1 -1,0 -1 -1 4 1 1 1 6 6 8 9 6 5 10 5 6 10 3 0 1 -7 4 6 6 6 6 6 6 6 6 6 2 2 2 -1 -7 3 3 2 2 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 2002 3 3 3 4 170 155 1 1 1 6 6 6 1 1 6 1 1 1 1 2 1 1 6 6 6 6 6 6 6 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 2 6 -1 1 6 6 6 6 6 6 6 6 6 1 1 6 6 6 1 1 1 -1 -1 -1 1 1 1 3 -1 -1 16 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 5 7 6 9 5 8 9 9 9 9 2 0 5 1000 4 6 6 6 6 6 6 6 6 6 2 2 2 2 -1 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
5 1 -1 -1 -1 -1 -1,0 -1 1994 2 2 2 3 100 85 1 1 1 6 6 6 1 1 6 1 1 1 1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 3 6 -1,0 -1 -1,0 -1 -1 1 6 -1 1 6 6 6 1 1 6 6 1 6 1 1 6 6 6 1 3 3 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 2 2 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 3 3 3 3 3 -1 -1 -1 -1 -1 1 1 1 10 5 8 10 10 10 10 10 5 10 10 8 4 1500 4 6 6 6 6 6 6 1 6 6 3 2 4 -1 -1 4 4 4 4 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6,0 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1983 2 2 2 4 150 125 1 1 1 6 6 6 6 6 6 1 1 1 -1 2 1 1 6 1 6 6 6 6 6 6 6 6 6 1 -3 1 59566 358 -1 -1 -1 1 6 -1 1 6 1 1 6 1 6 1 1 6 1 1 1 1 6 6 3 2 1 1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 2 1 1 1 1 1 1 2 2 1 6 1 6 6 6 1 1 1 4 4 3 3 3 -1 -1 1 5 1 8 3 10 10 8 8 10 10 3 5 8 10 3 1800 3 6 6 6 6 1 1 6 1 6 3 4 4 2 3 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
5 1 -1 -1 -1 -1 -1 -1 2003 3 2 3 3 60 51 1 1 1 6 6 6 1 6 6 1 1 1 1 1 5 1 1 6 6 6 6 6 6 6 6 6 6 3 2,0 -1 -1 -1 -1 -1 1 2 6 -1 1 6 1 1 1 6 1 6 1 6 1 1 1 1 6,0 1 2 2 1 2 -1 2 6 -1,0 -1 -1 -1 -1 -1 -1 2 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 3 3 3 3 3 2 1 1 8 2 5 7 6 8 8 5 1 8 8 4 4 2000 4 6 6 6 6 6 6 6 6 6 4 -1 -1 -1 4 4 4 4 4 4 4 6 -1 6 -1 6 -1 6 -1 6,0 -1 6 -1 1 380 6 
6 1 -1 -1 -1 -1 -1 -1 1957 1 -1 2 3 92 86 1 1 1 6 6 6 6 1 6 1 1 1 -1 1 1 1 6 6 1 6 6 1 1 6 6 -9 -9 4 -9 -1 -1 -1 -1 -1 -1 -9 -9 -1 1 6 1 1 6 6 6 6 6 6 6 1 1 6 6 6 2 2 -9 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 5 6 6 6 6 1 -1 1982 3 2 2 4 135 135 1 1 1 1 6 6 1 6 1 1 1 1 2 2 5 1 6 6 6 6 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 1 6 1 1 6 1 1 1 1 1 1 6 1 2 1 1 1 -1 2 1 1 3 -1 -1 2 -1 -1 1 2 2 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 10 8 10 10 10 10 10 10 10 10 10 -3 3 1803,04 4 6 6 6 6 6 1 6 6 6 3 2 -3 -1 -1 2 2 2 2 -3 -3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1995 2 2 2 3 86 80 1 1 1 6 6 6 1 6 6 1 1 1 1 1 5 1 6 6 6 6 6 1 6 6 6 6 6 1 4 6 -1,0 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6,0 6 6 1 6 6 1 6 6 1 1 2 2 -1 -1 1 1 6 -1 -1 -1 -1 -1 -1 -1 3 3 3 2 1 1 1 1 1 1 2 2 1 6 6 6 6 6 4 4 4,0 4 4 -1 -1 -1 -1 -1 1,0 1 1 6 7 5 6 6 7 7 6 6 8 6 5 3 901,52 2 1 6 6 6 6 1 1 1 1 3 4 2 -1 -1 4 4 4 4 4 4 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1999 1 -1 2 4 107 100 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 1 5 6 6 6 6 6 6 6 6 6 -9 -9 2 -9 -1 -1 -1 44259 266 -1 -9 -9 -1 1 6 1 1 1 1 1 6 1 6 6 1 1 6 6 6 1 4 -9 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1980 2 2 2 6 180 160 1,0 1 1 6 6 -1 1 6 6 1 1 1 4 4 1 1 6 6 6 6 6 6 6,0 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 1 1 1 1 1 1 1 6 1 1 1 1 6 1 4 4 -9 2 -1 4 1 -9 3 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 1 6 6 6 3 3 3 3 3 -1 -1 -1 -1 -1 5 5 1 7 5 8 8 4 8 8 8 4 8 6 4 4 1803,04 4 6 6 6 6 6 1 6 6 6 3 4 4 3 -1 3 3 3 3 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 2003 1 -1 2 4 82 82 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 -9 -9 2 -9 -1 -1 -1 59899 360 -1 -9 -9 -1 1 6 6 1 6 6 6 6 6 6 6 1 6 6 6 6 1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
1 1 -1 -1 -1 -1 -1 -1 1912 1 -1 2 4 90 90 1 1 6 6 -1 -1 6 1 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1,0 -1 -1 -1 -1 1 6 -1 6 6 6 6 6 6 6 6 6 6 1,0 6 6 6 6 6 -1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 1 1 1 1,0 1 3 3 3 3 -1 1 1 1 -3 -3 7 8 8 8 7 -3 -3 -3 5 -3 3 360,61 1 1 6 6 6 6 1 1 1 6 3 3 3 -1 -1 4 4 4 4 -3 -3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 1953 1 -1 2 2 77 72 1 1 6 6 -1 -1 6 1 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 3 -3 -1 -1 -1 -1 -1 6 3 6 -1 1 6 6 6 6 6 6 6 1 6 6 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 3 3 3 2 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 10 10 10 10 10 10 10 10 8 8 9 10 3 360,61 1 1 6 6 6 6 1 1 6 6 4 4 4 -1 -1 -3 -3 -3 -3 -3 -3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1998 1 -1 2 3 92 86 1 1 1 6 6 6 1 1 6 1 1 1 1 2 5 1 6 6 6 6 6 6 6 6 -1 -9 -9 1 -9 -9 -1 -1 -1 -1 -1 -9 -9 -1 1 6 1 1 6 1 6 1 1 6 1 6 6 6 6 1 2 -1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1992 3 3 3 3 92 86 1 1 1 6 -1 -1 6 6 6 1 1 1 -1 1 1 1 6 6 6 6 6 1 6 6 6 6 6 1 -3 1 -1 366 -1 -1 -1 1 6 -1 1 6 6 6 1 1 6 1 1,0 6 1 1 6 6 6 1 2 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 3 3 2 1 1,0 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1,0 1 1 9 5 10 10 10 10 10 10 10 8 10 10 3 1500 4 6 6 6 6 6 1 6 6 6 3 3 2 3 3 4 4 4 4 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1992 2 2 2 3 150 150 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 5 1 6 6 6 6 6 1 6 1 6 6 6 2 4 -1 -1 -1 32000 192 -1 2 6 -1 1 1 1 1 6 1 1 1 1 6 6 1 1 6 6 1 3 3 2 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 3 3 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 4 3 3 3 3 -1 1 1 1 10 8 10 10 10 5 10 10 10 -3 10 8 3 2404,05 4 6 6 6 6 6 1 1 6 6 3 2 2 -1 3 2 2 2 2 4 4 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
5 1 -1 -1 -1 -1 -1 -1 2004 1 -1 1 3 50 50 1 1 1 6 6 6 6 6 6 1 1 1 -1 1 1 5 6 6 6 6 6 6 6 6 6 -9 -9 1 -9 -9 -1 -1 -1 -1 -1 -9 -9 -1 1 6 6 6 6 1 6 6 1 6 1 1 1 6 6 1 2 3 -9 -1 -1 2 -1 4 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 32206 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1921 1 -1 2 3 115 115 1 1 1 6 -1 -1 6 6 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 -3 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 6 6 1 6 6 6 6 6 1 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 3 1 7 7 9 9 8 8 7 8 7 7 7 7 3 800 2 6 6 6 6 6 1 1 6 6 4 4 4 4 -1 -3 -3 3 3 -3 -3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
7 1 -1 -1 -1 -1 -1 -1 -1 1 -1 2 4 107 100 1 1 1 6 6 6 6 6 1 1 1 1 -1 1 5 1 6 6 6 -1 6 6 6 6 -1 -9 -9 1 -9 -9 -1 -1 -1 -1 -1 -9 -9 -1 1 6 6 1 6 1 6 6 1 1 1 1 6 6 6 1 2 3 -1 -1 -1 3 6 1 -1 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -1 -1 -1 -1 -1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
